order_id,customer_id,order_date,campaign_id,total_amount
2236,4908,2024-07-24,18,117.13
2237,1773,2024-07-24,39,1431.09
2238,3731,2024-07-24,40,1638.54
2239,318,2024-07-24,49,221.05
2240,4393,2024-07-24,43,1967.99
2241,3003,2024-07-24,41,1288.52
2242,3608,2024-07-24,6,1377.89
2243,3607,2024-07-24,37,1152.27
2244,4087,2024-07-24,35,109.35
2245,963,2024-07-24,38,1574.46
2246,4289,2024-07-24,5,25.11
2247,2407,2024-07-24,13,1307.25
2248,236,2024-07-24,8,691.95
2249,1705,2024-07-24,30,113.53
2250,1263,2024-07-24,21,383.86
2251,1365,2024-07-24,48,164.87
2252,1667,2024-07-24,34,140.57
2253,794,2024-07-24,16,524.76
2254,4275,2024-07-24,21,1263.52
2255,3569,2024-07-24,37,1912.99
2256,4344,2024-07-24,39,197.02
2257,3488,2024-07-24,10,949.46
2258,2156,2024-07-24,34,418.25
2259,1886,2024-07-24,16,666.65
2260,1980,2024-07-24,35,1315.89
2261,3860,2024-07-24,1,598.73
2262,696,2024-07-24,16,772.03
2263,1620,2024-07-24,31,1906.4
2264,664,2024-07-24,18,998.28
2265,3036,2024-07-24,7,484.8
2266,3021,2024-07-24,33,1395.49
2267,987,2024-07-24,48,298.08
2268,1162,2024-07-24,10,1082.4
2269,3971,2024-07-24,18,166.1
2270,2546,2024-07-24,5,1742.14
2271,423,2024-07-24,32,1578.8
2272,175,2024-07-24,46,444.96
2273,4900,2024-07-24,1,792.17
2274,1651,2024-07-24,9,1131.96
2275,2187,2024-07-24,43,1779.16
2276,2123,2024-07-24,28,1765.41
2277,1003,2024-07-24,45,1973.35
2278,664,2024-07-24,32,967.93
2279,4523,2024-07-24,14,1273.05
2280,3552,2024-07-24,17,1454.4
2281,3323,2024-07-24,22,763.43
2282,3258,2024-07-24,6,903.92
2283,262,2024-07-24,39,1492.09
2284,4095,2024-07-24,12,503.11
2285,4146,2024-07-24,33,42.87
2286,341,2024-07-24,5,1397.54
2287,3423,2024-07-24,3,1476.42
2288,2439,2024-07-24,12,467.16
2289,2172,2024-07-24,32,1697.05
2290,3355,2024-07-24,26,606.04
2291,511,2024-07-24,3,1569.75
2292,1786,2024-07-24,34,1173.92
2293,2040,2024-07-24,17,1240.77
2294,2787,2024-07-24,27,1007.72
2295,4349,2024-07-24,16,309.57
2296,834,2024-07-24,48,1750.83
2297,2869,2024-07-24,11,1560.2
2298,2177,2024-07-24,49,241.4
2299,3349,2024-07-24,49,1026.46
2300,3450,2024-07-24,48,1796.69
2301,3873,2024-07-24,19,1831.47
2302,846,2024-07-24,2,942.95
2303,385,2024-07-24,13,1821.93
2304,71,2024-07-24,25,104.92
2305,4170,2024-07-24,18,1132.95
2306,2312,2024-07-24,27,210.49
2307,2099,2024-07-24,3,1042.29
2308,3720,2024-07-24,6,1693.31
2309,4767,2024-07-24,49,1604.53
2310,929,2024-07-24,6,1362.6
2311,769,2024-07-24,35,1119.7
2312,514,2024-07-24,45,1843.62
2313,1860,2024-07-24,36,1097.94
2314,4921,2024-07-24,27,1201.38
2315,3588,2024-07-24,39,985.35
2316,2141,2024-07-24,49,898.27
2317,1494,2024-07-24,16,296.16
2318,3963,2024-07-24,14,833.97
2319,3861,2024-07-24,16,698.77
2320,1820,2024-07-24,46,901.73
2321,3756,2024-07-24,12,553.48
2322,360,2024-07-24,22,247.13
2323,4519,2024-07-24,46,432.53
2324,3319,2024-07-24,33,98.72
2325,443,2024-07-24,4,382.51
2326,731,2024-07-24,9,1423.79
2327,4844,2024-07-24,4,434.38
2328,1034,2024-07-24,34,325.32
2329,2017,2024-07-24,40,1864.39
2330,1146,2024-07-24,40,1165.61
2331,74,2024-07-24,26,1743.34
2332,397,2024-07-24,44,1103.47
2333,2116,2024-07-24,29,421.85
2334,3415,2024-07-24,46,960.63
2335,1532,2024-07-24,44,532.82
2336,1443,2024-07-24,31,1519.77
2337,4083,2024-07-24,39,1912.3
2338,4951,2024-07-24,46,1815.61
2339,4312,2024-07-24,2,819.9
2340,2269,2024-07-24,16,76.92
2341,4263,2024-07-24,32,572.93
2342,2538,2024-07-24,43,998.61
2343,4094,2024-07-24,17,521.94
2344,2553,2024-07-24,5,370.57
2345,3744,2024-07-24,27,1057.15
2346,2697,2024-07-24,49,370.09
2347,129,2024-07-24,33,614.74
2348,1737,2024-07-24,16,835.18
2349,38,2024-07-24,2,804.11
2350,3594,2024-07-24,13,587.47
2351,1097,2024-07-24,41,839.23
2352,4959,2024-07-24,26,1826.92
2353,3663,2024-07-24,30,998.65
2354,2390,2024-07-24,23,505.35
2355,3122,2024-07-24,9,67.93
2356,503,2024-07-24,50,675.57
2357,2673,2024-07-24,8,1528.55
2358,4393,2024-07-24,49,1868.5
2359,486,2024-07-24,2,1031.62
2360,1760,2024-07-24,8,1451.39
2361,2976,2024-07-24,30,917.07
2362,224,2024-07-24,1,1226.0
2363,1668,2024-07-24,12,1408.28
2364,1468,2024-07-24,34,1084.97
2365,2008,2024-07-24,23,393.05
2366,1812,2024-07-24,23,1478.82
2367,2423,2024-07-24,36,1065.46
2368,3494,2024-07-24,15,1678.14
2369,2714,2024-07-24,44,1364.3
2370,2347,2024-07-24,9,114.04
2371,3863,2024-07-24,33,1059.43
2372,113,2024-07-24,36,867.64
2373,2602,2024-07-24,43,1692.85
2374,583,2024-07-24,26,1368.26
2375,4847,2024-07-24,36,885.54
2376,4118,2024-07-24,37,1540.01
2377,1889,2024-07-24,50,1144.28
2378,4177,2024-07-24,5,1204.14
2379,3701,2024-07-24,19,893.61
2380,3269,2024-07-24,32,390.14
2381,617,2024-07-24,5,1105.81
2382,4223,2024-07-24,30,1765.67
2383,951,2024-07-24,9,1235.28
2384,133,2024-07-24,41,1475.09
2385,1957,2024-07-24,36,1099.79
2386,2891,2024-07-24,34,1663.87
2387,2919,2024-07-24,39,1786.58
2388,930,2024-07-24,48,965.76
2389,2411,2024-07-24,33,739.7
2390,3790,2024-07-24,22,446.73
2391,4841,2024-07-24,27,1052.25
2392,4932,2024-07-24,45,817.92
2393,562,2024-07-24,8,1797.02
2394,917,2024-07-24,25,1530.14
2395,4305,2024-07-24,31,324.9
2396,3851,2024-07-24,42,1586.27
2397,4967,2024-07-24,46,1817.1
2398,3504,2024-07-24,37,1689.23
2399,4539,2024-07-24,40,1630.86
2400,4397,2024-07-24,32,1397.61
2401,2403,2024-07-24,16,1332.46
2402,1320,2024-07-24,34,840.98
2403,95,2024-07-24,9,863.31
2404,3991,2024-07-24,25,674.36
2405,1477,2024-07-24,27,1329.76
2406,4223,2024-07-24,29,1006.84
2407,4925,2024-07-24,28,1404.5
2408,759,2024-07-24,19,1176.76
2409,2836,2024-07-24,46,1414.17
2410,1232,2024-07-24,31,1536.79
2411,2218,2024-07-24,35,103.93
2412,88,2024-07-24,24,1998.75
2413,368,2024-07-24,49,439.0
2414,2172,2024-07-24,36,1178.36
2415,338,2024-07-24,15,1472.05
2416,2872,2024-07-24,49,946.17
2417,1060,2024-07-24,45,1874.1
2418,2051,2024-07-24,5,299.37
2419,171,2024-07-24,4,1145.45
2420,750,2024-07-24,5,170.6
2421,3946,2024-07-24,9,551.79
2422,1952,2024-07-24,42,567.62
2423,165,2024-07-24,50,75.06
2424,3652,2024-07-24,19,1931.74
2425,2725,2024-07-24,25,1124.46
2426,2112,2024-07-24,5,1949.81
2427,4287,2024-07-24,5,708.09
2428,974,2024-07-24,35,630.47
2429,614,2024-07-24,5,35.06
2430,3911,2024-07-24,50,475.13
2431,1144,2024-07-24,5,975.42
2432,1711,2024-07-24,50,300.98
2433,2783,2024-07-24,35,1494.31
2434,3618,2024-07-24,32,1993.69
2435,4856,2024-07-24,45,396.63
2436,4366,2024-07-24,25,1080.42
2437,4164,2024-07-24,35,961.11
2438,4527,2024-07-24,23,1528.28
2439,1092,2024-07-24,37,1002.41
2440,1939,2024-07-24,1,1450.36
2441,3498,2024-07-24,4,1420.66
2442,4145,2024-07-24,39,590.27
2443,1163,2024-07-24,18,1614.85
2444,3389,2024-07-24,2,1476.5
2445,456,2024-07-24,40,82.61
2446,521,2024-07-24,43,166.14
2447,2337,2024-07-24,40,1171.74
2448,4434,2024-07-24,10,23.55
2449,4838,2024-07-24,33,389.02
2450,3218,2024-07-24,30,220.27
2451,3220,2024-07-24,40,328.97
2452,1344,2024-07-24,19,698.19
2453,3113,2024-07-24,45,1184.03
2454,374,2024-07-24,21,277.71
2455,1118,2024-07-24,43,1757.33
2456,3436,2024-07-24,29,1409.11
2457,4066,2024-07-24,1,1777.61
2458,1133,2024-07-24,39,186.19
2459,2923,2024-07-24,3,1215.65
2460,3851,2024-07-24,19,373.96
2461,192,2024-07-24,42,733.28
2462,1477,2024-07-24,32,1899.25
2463,3423,2024-07-24,39,1276.82
2464,1094,2024-07-24,19,1531.42
2465,349,2024-07-24,48,396.04
2466,3581,2024-07-24,26,1364.92
2467,2520,2024-07-24,6,1115.38
2468,3218,2024-07-24,37,1958.51
2469,415,2024-07-24,19,1978.27
2470,845,2024-07-24,39,506.29
2471,3593,2024-07-24,42,205.49
2472,3817,2024-07-24,2,521.31
2473,408,2024-07-24,38,1057.71
2474,2315,2024-07-24,26,1037.2
2475,3870,2024-07-24,42,1571.49
2476,4558,2024-07-24,48,1345.31
2477,4243,2024-07-24,50,1106.74
2478,529,2024-07-24,21,803.69
2479,4597,2024-07-24,45,75.74
2480,2661,2024-07-24,26,1893.39
2481,2841,2024-07-24,35,1899.65
2482,2479,2024-07-24,48,519.11
2483,3455,2024-07-24,25,1175.29
2484,3968,2024-07-24,15,465.93
2485,183,2024-07-24,47,468.02
2486,4790,2024-07-24,2,586.26
2487,870,2024-07-24,6,1385.32
2488,1504,2024-07-24,39,858.95
2489,3033,2024-07-24,14,833.92
2490,4089,2024-07-24,38,986.79
2491,165,2024-07-24,32,1386.04
2492,172,2024-07-24,35,397.56
2493,2873,2024-07-24,25,1021.02
2494,3877,2024-07-24,46,464.02
2495,3025,2024-07-24,29,1225.67
2496,74,2024-07-24,31,1626.7
2497,1740,2024-07-24,1,1854.2
2498,3629,2024-07-24,28,663.63
2499,3500,2024-07-24,40,1356.98
2500,2123,2024-07-24,3,1160.91
2501,2104,2024-07-24,40,548.56
2502,4167,2024-07-24,46,1706.46
2503,1863,2024-07-24,21,1424.63
2504,3881,2024-07-24,44,343.49
2505,3383,2024-07-24,20,154.18
2506,757,2024-07-24,12,909.15
2507,2346,2024-07-24,22,1270.12
2508,1296,2024-07-24,3,1961.47
2509,3218,2024-07-24,3,1288.76
2510,4119,2024-07-24,49,508.89
2511,3638,2024-07-24,29,1719.99
2512,29,2024-07-24,34,344.85
2513,297,2024-07-24,43,1008.66
2514,3980,2024-07-24,40,1207.06
2515,2340,2024-07-24,5,701.63
2516,1722,2024-07-24,23,1595.0
2517,1420,2024-07-24,43,1863.98
2518,3048,2024-07-24,25,1106.04
2519,2,2024-07-24,10,436.2
2520,1197,2024-07-24,10,335.96
2521,4839,2024-07-24,14,1382.05
2522,36,2024-07-24,46,1483.91
2523,2558,2024-07-24,41,930.25
2524,2363,2024-07-24,29,1664.97
2525,4143,2024-07-24,15,1728.58
2526,4269,2024-07-24,48,1175.57
2527,1690,2024-07-24,6,505.52
2528,2836,2024-07-24,31,1304.91
2529,1660,2024-07-24,40,1831.34
2530,3129,2024-07-24,49,859.55
2531,328,2024-07-24,27,1665.83
2532,3011,2024-07-24,3,1430.32
2533,2323,2024-07-24,15,862.16
2534,4727,2024-07-24,19,1400.47
2535,1008,2024-07-24,20,659.56
2536,3119,2024-07-24,22,515.45
2537,11,2024-07-24,26,949.48
2538,3097,2024-07-24,29,266.53
2539,545,2024-07-24,28,650.99
2540,1507,2024-07-24,11,499.28
2541,1749,2024-07-24,8,1820.31
2542,50,2024-07-24,12,265.07
2543,1458,2024-07-24,39,726.45
2544,197,2024-07-24,50,1801.39
2545,4345,2024-07-24,14,1372.12
2546,2346,2024-07-24,5,215.73
2547,2397,2024-07-24,35,1536.44
2548,2344,2024-07-24,16,383.4
2549,979,2024-07-24,6,1774.04
2550,2374,2024-07-24,38,1438.7
2551,154,2024-07-24,44,1415.04
2552,388,2024-07-24,36,55.06
2553,1204,2024-07-24,42,574.82
2554,2259,2024-07-24,15,1845.89
2555,2090,2024-07-24,8,889.11
2556,4736,2024-07-24,8,1633.66
2557,4624,2024-07-24,5,691.16
2558,3826,2024-07-24,25,1303.01
2559,4591,2024-07-24,35,638.65
2560,3717,2024-07-24,39,668.95
2561,2587,2024-07-24,7,727.8
2562,4522,2024-07-24,10,1069.19
2563,3229,2024-07-24,13,1733.85
2564,2053,2024-07-24,32,1306.09
2565,2158,2024-07-24,21,1223.81
2566,3985,2024-07-24,8,1617.99
2567,3035,2024-07-24,36,442.18
2568,887,2024-07-24,39,420.77
2569,611,2024-07-24,30,573.47
2570,4635,2024-07-24,26,454.04
2571,3424,2024-07-24,10,536.29
2572,3713,2024-07-24,24,1426.31
2573,4678,2024-07-24,29,937.21
2574,1872,2024-07-24,13,1112.67
2575,4730,2024-07-24,26,693.24
2576,4174,2024-07-24,37,1447.9
2577,4258,2024-07-24,18,139.42
2578,3851,2024-07-24,23,1929.35
2579,4775,2024-07-24,18,289.13
2580,1331,2024-07-24,45,763.11
2581,1713,2024-07-24,32,1458.29
2582,1801,2024-07-24,21,679.42
2583,2945,2024-07-24,33,366.54
2584,354,2024-07-24,15,1428.46
2585,4073,2024-07-24,4,883.38
2586,3789,2024-07-24,42,947.2
2587,3264,2024-07-24,18,1152.97
2588,3209,2024-07-24,12,1916.41
2589,3774,2024-07-24,40,1794.36
2590,3064,2024-07-24,22,49.97
2591,446,2024-07-24,39,786.64
2592,525,2024-07-24,26,620.83
2593,4070,2024-07-24,8,723.78
2594,3631,2024-07-24,32,734.63
2595,4374,2024-07-24,23,1858.6
2596,2815,2024-07-24,14,1533.61
2597,1402,2024-07-24,45,918.9
2598,453,2024-07-24,6,1428.82
2599,276,2024-07-24,18,1148.72
2600,1300,2024-07-24,9,481.25
2601,1123,2024-07-24,2,1773.67
2602,4308,2024-07-24,37,1582.83
2603,1770,2024-07-24,24,847.86
2604,1515,2024-07-24,11,1353.32
2605,1830,2024-07-24,35,666.53
2606,1562,2024-07-24,37,77.59
2607,3962,2024-07-24,18,1934.22
2608,2184,2024-07-24,14,605.28
2609,1788,2024-07-24,7,465.75
2610,4159,2024-07-24,38,1663.69
2611,1054,2024-07-24,28,1809.3
2612,2235,2024-07-24,7,970.66
2613,2382,2024-07-24,50,1352.62
2614,3954,2024-07-24,17,740.03
2615,2547,2024-07-24,41,257.99
2616,1345,2024-07-24,18,1884.02
2617,2592,2024-07-24,50,923.27
2618,2423,2024-07-24,17,950.33
2619,3840,2024-07-24,31,435.25
2620,373,2024-07-24,18,1084.62
2621,4676,2024-07-24,41,77.53
2622,1399,2024-07-24,47,121.96
2623,1086,2024-07-24,3,1736.89
2624,4986,2024-07-24,39,75.16
2625,304,2024-07-24,11,1972.65
2626,4894,2024-07-24,30,1114.06
2627,2485,2024-07-24,28,572.88
2628,2159,2024-07-24,9,1557.13
2629,10,2024-07-24,23,1977.76
2630,2049,2024-07-24,9,799.82
2631,4589,2024-07-24,48,1110.39
2632,2909,2024-07-24,1,1874.69
2633,4009,2024-07-24,39,957.23
2634,2849,2024-07-24,44,891.3
2635,2321,2024-07-24,17,966.28
2636,1813,2024-07-24,40,340.76
2637,1458,2024-07-24,12,1896.81
2638,3786,2024-07-24,31,1060.23
2639,3568,2024-07-24,40,41.23
2640,1975,2024-07-24,40,1264.34
2641,914,2024-07-24,50,1728.02
2642,2908,2024-07-24,1,838.88
2643,1682,2024-07-24,40,1755.21
2644,26,2024-07-24,34,1613.87
2645,3771,2024-07-24,38,176.46
2646,4953,2024-07-24,7,915.84
2647,2371,2024-07-24,31,222.5
2648,1708,2024-07-24,30,1699.06
2649,612,2024-07-24,44,705.66
2650,4703,2024-07-24,36,111.11
2651,2979,2024-07-24,29,680.15
2652,523,2024-07-24,8,869.22
2653,1877,2024-07-24,28,776.81
2654,2258,2024-07-24,27,440.37
2655,4270,2024-07-24,31,1132.42
2656,1134,2024-07-24,43,1265.32
2657,3943,2024-07-24,20,1939.92
2658,1425,2024-07-24,5,1744.97
2659,2355,2024-07-24,31,1323.75
2660,4580,2024-07-24,5,864.28
2661,3700,2024-07-24,13,63.2
2662,1570,2024-07-24,46,1359.29
2663,3696,2024-07-24,12,220.31
2664,4062,2024-07-24,10,1056.51
2665,2707,2024-07-24,50,709.44
2666,1602,2024-07-24,15,324.47
2667,3500,2024-07-24,7,1908.82
2668,4180,2024-07-24,23,842.86
2669,2104,2024-07-24,46,1909.77
2670,1659,2024-07-24,37,1428.82
2671,2832,2024-07-24,20,1228.53
2672,3344,2024-07-24,41,1046.26
2673,366,2024-07-24,13,305.78
2674,4179,2024-07-24,50,214.57
2675,3354,2024-07-24,4,987.95
2676,4485,2024-07-24,12,232.25
2677,4082,2024-07-24,40,458.76
2678,1318,2024-07-24,1,1704.79
2679,529,2024-07-24,33,285.2
2680,263,2024-07-24,16,591.39
2681,2720,2024-07-24,1,1297.69
2682,2573,2024-07-24,9,1200.79
2683,2011,2024-07-24,17,1091.94
2684,4196,2024-07-24,9,1223.54
2685,3354,2024-07-24,1,819.25
2686,304,2024-07-24,16,1894.83
2687,116,2024-07-24,24,1015.33
2688,2832,2024-07-24,30,912.68
2689,4271,2024-07-24,31,1052.24
2690,2992,2024-07-24,5,486.43
2691,489,2024-07-24,31,830.23
2692,619,2024-07-24,23,677.46
2693,2097,2024-07-24,2,1926.85
2694,3059,2024-07-24,1,375.19
2695,3750,2024-07-24,26,114.69
2696,1761,2024-07-24,28,1662.59
2697,3266,2024-07-24,9,1583.25
2698,2052,2024-07-24,43,1919.95
2699,2187,2024-07-24,19,1715.8
2700,3059,2024-07-24,17,66.61
2701,664,2024-07-24,50,443.94
2702,3811,2024-07-24,25,1381.73
2703,1519,2024-07-24,25,1057.2
2704,418,2024-07-24,33,683.61
2705,4761,2024-07-24,30,217.91
2706,4037,2024-07-24,12,891.29
2707,177,2024-07-24,23,550.72
2708,4149,2024-07-24,24,1088.44
2709,4855,2024-07-24,16,1399.47
2710,262,2024-07-24,27,659.28
2711,4473,2024-07-24,33,1440.61
2712,1222,2024-07-24,42,528.64
2713,2696,2024-07-24,49,746.71
2714,785,2024-07-24,8,450.16
2715,2306,2024-07-24,39,659.25
2716,900,2024-07-24,25,309.37
2717,348,2024-07-24,16,1660.25
2718,2064,2024-07-24,16,39.76
2719,140,2024-07-24,45,588.89
2720,513,2024-07-24,50,1207.18
2721,2016,2024-07-24,49,1400.47
2722,3728,2024-07-24,37,1021.89
2723,2728,2024-07-24,33,1995.02
2724,3796,2024-07-24,29,612.17
2725,680,2024-07-24,13,1627.09
2726,81,2024-07-24,44,370.52
2727,3964,2024-07-24,15,1276.52
2728,1702,2024-07-24,14,1231.45
2729,2146,2024-07-24,17,1717.63
2730,1511,2024-07-24,4,28.97
2731,4172,2024-07-24,8,1590.18
2732,3274,2024-07-24,3,1495.42
2733,2411,2024-07-24,21,937.69
2734,3549,2024-07-24,45,1445.47
2735,4983,2024-07-24,5,944.0
2736,2471,2024-07-24,46,1450.96
2737,3980,2024-07-24,10,887.28
2738,292,2024-07-24,31,1992.95
2739,4443,2024-07-24,7,143.99
2740,2837,2024-07-24,14,1424.03
2741,2426,2024-07-24,12,1136.9
2742,713,2024-07-24,31,739.81
2743,1895,2024-07-24,41,1864.25
2744,2072,2024-07-24,48,1510.09
2745,4821,2024-07-24,43,1237.2
2746,4609,2024-07-24,50,1193.37
2747,2669,2024-07-24,31,1818.9
2748,390,2024-07-24,31,152.21
2749,2310,2024-07-24,22,322.7
2750,3407,2024-07-24,20,1518.08
2751,3285,2024-07-24,27,1930.01
2752,1435,2024-07-24,30,85.42
2753,260,2024-07-24,16,135.75
2754,1843,2024-07-24,45,602.93
2755,3172,2024-07-24,1,1985.45
2756,4972,2024-07-24,4,1776.98
2757,410,2024-07-24,20,1582.22
2758,4028,2024-07-24,41,185.94
2759,4021,2024-07-24,49,138.73
2760,2401,2024-07-24,17,494.78
2761,3491,2024-07-24,2,552.08
2762,3386,2024-07-24,30,773.37
2763,3110,2024-07-24,49,1160.27
2764,4367,2024-07-24,40,1410.63
2765,1824,2024-07-24,39,628.37
2766,4292,2024-07-24,40,1137.86
2767,4658,2024-07-24,7,1074.14
2768,509,2024-07-24,13,287.06
2769,3193,2024-07-24,37,1316.95
2770,2377,2024-07-24,9,1876.24
2771,3426,2024-07-24,30,1753.7
2772,1618,2024-07-24,46,925.31
2773,3950,2024-07-24,8,1632.8
2774,1332,2024-07-24,5,1515.72
2775,3956,2024-07-24,28,748.41
2776,2910,2024-07-24,45,1771.52
2777,2240,2024-07-24,14,265.09
2778,4703,2024-07-24,38,767.56
2779,1883,2024-07-24,15,375.63
2780,500,2024-07-24,26,337.01
2781,759,2024-07-24,13,972.39
2782,1170,2024-07-24,44,971.58
2783,4346,2024-07-24,11,494.69
2784,3631,2024-07-24,32,1545.81
2785,3030,2024-07-24,32,1719.87
2786,42,2024-07-24,33,1249.28
2787,3707,2024-07-24,44,1508.37
2788,3257,2024-07-24,15,221.35
2789,1582,2024-07-24,23,1166.33
2790,1967,2024-07-24,24,544.85
2791,4993,2024-07-24,30,1302.33
2792,3218,2024-07-24,46,869.28
2793,4159,2024-07-24,10,1940.77
2794,1481,2024-07-24,11,1431.85
2795,2397,2024-07-24,15,95.09
2796,3457,2024-07-24,20,373.98
2797,4119,2024-07-24,46,1431.55
2798,3179,2024-07-24,2,179.64
2799,1659,2024-07-24,42,1778.84
2800,1733,2024-07-24,7,1611.33
2801,1371,2024-07-24,18,1740.54
2802,575,2024-07-24,3,243.67
2803,1801,2024-07-24,33,1161.25
2804,3573,2024-07-24,11,173.23
2805,4233,2024-07-24,9,922.2
2806,1669,2024-07-24,34,1935.27
2807,1863,2024-07-24,45,1468.36
2808,2144,2024-07-24,6,302.92
2809,2158,2024-07-24,41,873.42
2810,1700,2024-07-24,24,1593.43
2811,3140,2024-07-24,32,965.85
2812,1567,2024-07-24,44,594.04
2813,2250,2024-07-24,32,1545.57
2814,2904,2024-07-24,24,654.52
2815,3671,2024-07-24,36,1900.94
2816,4676,2024-07-24,20,1721.45
2817,3014,2024-07-24,18,1676.46
2818,1908,2024-07-24,42,622.65
2819,623,2024-07-24,11,411.09
2820,1781,2024-07-24,46,534.75
2821,2764,2024-07-24,48,1179.08
2822,2126,2024-07-24,47,1934.29
2823,4119,2024-07-24,35,1447.93
2824,3752,2024-07-24,48,753.44
2825,1788,2024-07-24,50,1803.41
2826,403,2024-07-24,6,1161.69
2827,1726,2024-07-24,10,1761.9
2828,3312,2024-07-24,22,899.08
2829,896,2024-07-24,35,1275.9
2830,1730,2024-07-24,41,1195.14
2831,706,2024-07-24,44,497.79
2832,3475,2024-07-24,35,224.23
2833,4876,2024-07-24,37,517.54
2834,4621,2024-07-24,22,1489.97
2835,1221,2024-07-24,32,1674.66
2836,4892,2024-07-24,32,1992.08
2837,757,2024-07-24,45,1461.4
2838,3432,2024-07-24,45,893.96
2839,4924,2024-07-24,45,227.85
2840,2435,2024-07-24,18,380.37
2841,3346,2024-07-24,31,142.76
2842,3348,2024-07-24,32,1169.74
2843,1397,2024-07-24,6,429.94
2844,4147,2024-07-24,12,460.11
2845,669,2024-07-24,48,1646.45
2846,4253,2024-07-24,18,503.39
2847,3463,2024-07-24,14,1290.38
2848,2264,2024-07-24,15,1101.2
2849,2156,2024-07-24,5,719.06
2850,4161,2024-07-24,8,63.22
2851,3347,2024-07-24,20,946.94
2852,4957,2024-07-24,10,1010.67
2853,4627,2024-07-24,20,292.85
2854,4837,2024-07-24,15,1392.99
2855,2043,2024-07-24,6,183.44
2856,1730,2024-07-24,45,689.4
2857,3090,2024-07-24,27,51.95
2858,1466,2024-07-24,31,1416.71
2859,3355,2024-07-24,21,1853.19
2860,4626,2024-07-24,33,1349.91
2861,4000,2024-07-24,50,437.93
2862,1185,2024-07-24,20,1532.25
2863,2762,2024-07-24,12,252.07
2864,3114,2024-07-24,44,314.44
2865,4177,2024-07-24,23,369.69
2866,3847,2024-07-24,44,1760.79
2867,4292,2024-07-24,45,1892.11
2868,3191,2024-07-24,12,113.58
2869,4957,2024-07-24,28,1594.35
2870,1523,2024-07-24,31,677.67
2871,4649,2024-07-24,40,469.31
2872,3600,2024-07-24,50,872.8
2873,4527,2024-07-24,26,1485.35
2874,2744,2024-07-24,44,583.72
2875,1758,2024-07-24,42,1108.34
2876,1123,2024-07-24,29,1648.68
2877,3372,2024-07-24,39,143.99
2878,917,2024-07-24,29,1433.92
2879,2631,2024-07-24,3,544.78
2880,2627,2024-07-24,38,914.72
2881,958,2024-07-24,19,337.05
2882,3338,2024-07-24,6,296.6
2883,4443,2024-07-24,47,1848.59
2884,2762,2024-07-24,41,536.6
2885,1202,2024-07-24,37,178.8
2886,4626,2024-07-24,19,717.14
2887,3388,2024-07-24,15,378.52
2888,2963,2024-07-24,34,1109.57
2889,1638,2024-07-24,16,750.61
2890,3230,2024-07-24,48,1280.96
2891,2690,2024-07-24,38,141.68
2892,1415,2024-07-24,17,775.02
2893,1304,2024-07-24,9,91.77
2894,2061,2024-07-24,26,390.53
2895,1606,2024-07-24,42,1492.34
2896,4305,2024-07-24,24,412.53
2897,2455,2024-07-24,36,112.78
2898,2878,2024-07-24,36,1801.32
2899,3351,2024-07-24,8,159.69
2900,4105,2024-07-24,26,1921.75
2901,1162,2024-07-24,48,371.86
2902,2895,2024-07-24,35,385.09
2903,3100,2024-07-24,4,1993.27
2904,3301,2024-07-24,25,1800.38
2905,2714,2024-07-24,48,112.03
2906,3068,2024-07-24,17,1073.11
2907,3541,2024-07-24,14,1139.71
2908,4478,2024-07-24,10,1665.26
2909,4564,2024-07-24,36,450.49
2910,4802,2024-07-24,3,921.67
2911,1286,2024-07-24,19,894.68
2912,722,2024-07-24,6,225.01
2913,650,2024-07-24,12,257.38
2914,3427,2024-07-24,3,1393.49
2915,2558,2024-07-24,8,228.61
2916,589,2024-07-24,46,1260.25
2917,2944,2024-07-24,15,218.87
2918,2053,2024-07-24,48,1512.89
2919,133,2024-07-24,50,1107.63
2920,4698,2024-07-24,43,760.37
2921,3806,2024-07-24,47,992.79
2922,4268,2024-07-24,22,190.64
2923,1998,2024-07-24,5,1124.75
2924,3964,2024-07-24,22,1151.72
2925,447,2024-07-24,30,1304.59
2926,4673,2024-07-24,2,930.09
2927,4669,2024-07-24,46,392.31
2928,44,2024-07-24,6,1523.63
2929,3901,2024-07-24,7,1970.52
2930,122,2024-07-24,44,1249.15
2931,1101,2024-07-24,14,150.6
2932,4344,2024-07-24,5,1943.86
2933,419,2024-07-24,48,49.64
2934,1666,2024-07-24,41,89.04
2935,480,2024-07-24,17,1698.19
2936,2910,2024-07-24,40,1517.47
2937,965,2024-07-24,7,1575.12
2938,1459,2024-07-24,48,1638.96
2939,4393,2024-07-24,42,1933.87
2940,2704,2024-07-24,28,1738.36
2941,2088,2024-07-24,12,932.76
2942,3100,2024-07-24,4,1212.67
2943,4122,2024-07-24,16,1817.39
2944,1543,2024-07-24,16,546.6
2945,659,2024-07-24,11,1326.73
2946,3746,2024-07-24,22,1813.67
2947,2528,2024-07-24,25,176.99
2948,2784,2024-07-24,5,1473.02
2949,3748,2024-07-24,37,710.3
2950,816,2024-07-24,12,460.28
2951,971,2024-07-24,49,1884.9
2952,4971,2024-07-24,16,1856.81
2953,1795,2024-07-24,46,1204.04
2954,3635,2024-07-24,28,1489.85
2955,3404,2024-07-24,41,258.89
2956,4468,2024-07-24,40,904.34
2957,4638,2024-07-24,47,1757.22
2958,23,2024-07-24,8,1426.54
